od620,row,column,hour,testid,media,taxa,well,experiment,hour.exp,sp_id,bac_sp,sp_full
0.377,D,12,30,422,1%-Keratin,blank,D12,4,30,NA,NA,NA - NA
0.377,A,7,30,422,13d-Keratin,Sp.1,A7,4,30,EKS17.21,need 16S,EKS17.21 - need 16S
0.423,B,7,30,422,13d-Keratin,Sp.2,B7,4,30,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.57,C,7,30,422,13d-Keratin,Sp.3,C7,4,30,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.364,D,7,30,422,13d-Keratin,blank,D7,4,30,NA,NA,NA - NA
0.375,A,8,30,422,13d-Keratin,Sp.1,A8,4,30,EKS17.21,need 16S,EKS17.21 - need 16S
0.4,B,8,30,422,13d-Keratin,Sp.2,B8,4,30,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.597,C,8,30,422,13d-Keratin,Sp.3,C8,4,30,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.364,D,8,30,422,13d-Keratin,blank,D8,4,30,NA,NA,NA - NA
0.379,A,9,30,422,13d-Keratin,Sp.1,A9,4,30,EKS17.21,need 16S,EKS17.21 - need 16S
0.405,B,9,30,422,13d-Keratin,Sp.2,B9,4,30,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.599,C,9,30,422,13d-Keratin,Sp.3,C9,4,30,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.369,D,9,30,422,13d-Keratin,blank,D9,4,30,NA,NA,NA - NA
0.377,A,1,30,422,5d-Keratin,Sp.1,A1,4,30,EKS17.21,need 16S,EKS17.21 - need 16S
0.419,B,1,30,422,5d-Keratin,Sp.2,B1,4,30,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.61,C,1,30,422,5d-Keratin,Sp.3,C1,4,30,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.392,D,1,30,422,5d-Keratin,blank,D1,4,30,NA,NA,NA - NA
0.364,A,2,30,422,5d-Keratin,Sp.1,A2,4,30,EKS17.21,need 16S,EKS17.21 - need 16S
0.426,B,2,30,422,5d-Keratin,Sp.2,B2,4,30,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.625,C,2,30,422,5d-Keratin,Sp.3,C2,4,30,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.408,D,2,30,422,5d-Keratin,blank,D2,4,30,NA,NA,NA - NA
0.354,A,3,30,422,5d-Keratin,Sp.1,A3,4,30,EKS17.21,need 16S,EKS17.21 - need 16S
0.447,B,3,30,422,5d-Keratin,Sp.2,B3,4,30,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.637,C,3,30,422,5d-Keratin,Sp.3,C3,4,30,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.416,D,3,30,422,5d-Keratin,blank,D3,4,30,NA,NA,NA - NA
0.347,A,4,30,422,9d-Keratin,Sp.1,A4,4,30,EKS17.21,need 16S,EKS17.21 - need 16S
0.355,B,4,30,422,9d-Keratin,Sp.2,B4,4,30,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.563,C,4,30,422,9d-Keratin,Sp.3,C4,4,30,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.341,D,4,30,422,9d-Keratin,blank,D4,4,30,NA,NA,NA - NA
0.345,A,5,30,422,9d-Keratin,Sp.1,A5,4,30,EKS17.21,need 16S,EKS17.21 - need 16S
0.343,B,5,30,422,9d-Keratin,Sp.2,B5,4,30,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.544,C,5,30,422,9d-Keratin,Sp.3,C5,4,30,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.346,D,5,30,422,9d-Keratin,blank,D5,4,30,NA,NA,NA - NA
0.367,A,6,30,422,9d-Keratin,Sp.1,A6,4,30,EKS17.21,need 16S,EKS17.21 - need 16S
0.359,B,6,30,422,9d-Keratin,Sp.2,B6,4,30,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.571,C,6,30,422,9d-Keratin,Sp.3,C6,4,30,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.346,D,6,30,422,9d-Keratin,blank,D6,4,30,NA,NA,NA - NA
0.225,E,1,30,422,M9,blank,E1,4,30,NA,NA,NA - NA
0.212,F,1,30,422,M9,Sp.1,F1,4,30,EKS17.21,need 16S,EKS17.21 - need 16S
0.209,G,1,30,422,M9,Sp.2,G1,4,30,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.206,H,1,30,422,M9,Sp.3,H1,4,30,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.231,E,2,30,422,M9,blank,E2,4,30,NA,NA,NA - NA
0.24,F,2,30,422,M9,Sp.1,F2,4,30,EKS17.21,need 16S,EKS17.21 - need 16S
0.235,G,2,30,422,M9,Sp.2,G2,4,30,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.216,H,2,30,422,M9,Sp.3,H2,4,30,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.245,E,3,30,422,M9,blank,E3,4,30,NA,NA,NA - NA
0.215,F,3,30,422,M9,Sp.1,F3,4,30,EKS17.21,need 16S,EKS17.21 - need 16S
0.222,G,3,30,422,M9,Sp.2,G3,4,30,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.22,H,3,30,422,M9,Sp.3,H3,4,30,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.367,A,10,31,422,1%-Keratin,Sp.1,A10,4,31,EKS17.21,need 16S,EKS17.21 - need 16S
0.373,B,10,31,422,1%-Keratin,Sp.2,B10,4,31,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.376,C,10,31,422,1%-Keratin,Sp.3,C10,4,31,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.376,D,10,31,422,1%-Keratin,blank,D10,4,31,NA,NA,NA - NA
0.367,A,11,31,422,1%-Keratin,Sp.1,A11,4,31,EKS17.21,need 16S,EKS17.21 - need 16S
0.362,B,11,31,422,1%-Keratin,Sp.2,B11,4,31,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.362,C,11,31,422,1%-Keratin,Sp.3,C11,4,31,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.37,D,11,31,422,1%-Keratin,blank,D11,4,31,NA,NA,NA - NA
0.374,A,12,31,422,1%-Keratin,Sp.1,A12,4,31,EKS17.21,need 16S,EKS17.21 - need 16S
0.36,B,12,31,422,1%-Keratin,Sp.2,B12,4,31,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.377,C,12,31,422,1%-Keratin,Sp.3,C12,4,31,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.379,D,12,31,422,1%-Keratin,blank,D12,4,31,NA,NA,NA - NA
0.378,A,7,31,422,13d-Keratin,Sp.1,A7,4,31,EKS17.21,need 16S,EKS17.21 - need 16S
0.429,B,7,31,422,13d-Keratin,Sp.2,B7,4,31,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.605,C,7,31,422,13d-Keratin,Sp.3,C7,4,31,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.365,D,7,31,422,13d-Keratin,blank,D7,4,31,NA,NA,NA - NA
0.374,A,8,31,422,13d-Keratin,Sp.1,A8,4,31,EKS17.21,need 16S,EKS17.21 - need 16S
0.405,B,8,31,422,13d-Keratin,Sp.2,B8,4,31,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.568,C,8,31,422,13d-Keratin,Sp.3,C8,4,31,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.368,D,8,31,422,13d-Keratin,blank,D8,4,31,NA,NA,NA - NA
0.382,A,9,31,422,13d-Keratin,Sp.1,A9,4,31,EKS17.21,need 16S,EKS17.21 - need 16S
0.412,B,9,31,422,13d-Keratin,Sp.2,B9,4,31,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.552,C,9,31,422,13d-Keratin,Sp.3,C9,4,31,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.371,D,9,31,422,13d-Keratin,blank,D9,4,31,NA,NA,NA - NA
0.377,A,1,31,422,5d-Keratin,Sp.1,A1,4,31,EKS17.21,need 16S,EKS17.21 - need 16S
0.42,B,1,31,422,5d-Keratin,Sp.2,B1,4,31,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.63,C,1,31,422,5d-Keratin,Sp.3,C1,4,31,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.392,D,1,31,422,5d-Keratin,blank,D1,4,31,NA,NA,NA - NA
0.364,A,2,31,422,5d-Keratin,Sp.1,A2,4,31,EKS17.21,need 16S,EKS17.21 - need 16S
0.433,B,2,31,422,5d-Keratin,Sp.2,B2,4,31,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.646,C,2,31,422,5d-Keratin,Sp.3,C2,4,31,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.407,D,2,31,422,5d-Keratin,blank,D2,4,31,NA,NA,NA - NA
0.353,A,3,31,422,5d-Keratin,Sp.1,A3,4,31,EKS17.21,need 16S,EKS17.21 - need 16S
0.458,B,3,31,422,5d-Keratin,Sp.2,B3,4,31,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.659,C,3,31,422,5d-Keratin,Sp.3,C3,4,31,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.417,D,3,31,422,5d-Keratin,blank,D3,4,31,NA,NA,NA - NA
0.347,A,4,31,422,9d-Keratin,Sp.1,A4,4,31,EKS17.21,need 16S,EKS17.21 - need 16S
0.353,B,4,31,422,9d-Keratin,Sp.2,B4,4,31,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.568,C,4,31,422,9d-Keratin,Sp.3,C4,4,31,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.341,D,4,31,422,9d-Keratin,blank,D4,4,31,NA,NA,NA - NA
0.346,A,5,31,422,9d-Keratin,Sp.1,A5,4,31,EKS17.21,need 16S,EKS17.21 - need 16S
0.344,B,5,31,422,9d-Keratin,Sp.2,B5,4,31,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.538,C,5,31,422,9d-Keratin,Sp.3,C5,4,31,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.347,D,5,31,422,9d-Keratin,blank,D5,4,31,NA,NA,NA - NA
0.368,A,6,31,422,9d-Keratin,Sp.1,A6,4,31,EKS17.21,need 16S,EKS17.21 - need 16S
0.357,B,6,31,422,9d-Keratin,Sp.2,B6,4,31,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.61,C,6,31,422,9d-Keratin,Sp.3,C6,4,31,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.348,D,6,31,422,9d-Keratin,blank,D6,4,31,NA,NA,NA - NA
0.23,E,1,31,422,M9,blank,E1,4,31,NA,NA,NA - NA
0.216,F,1,31,422,M9,Sp.1,F1,4,31,EKS17.21,need 16S,EKS17.21 - need 16S
0.207,G,1,31,422,M9,Sp.2,G1,4,31,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.207,H,1,31,422,M9,Sp.3,H1,4,31,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.231,E,2,31,422,M9,blank,E2,4,31,NA,NA,NA - NA
0.227,F,2,31,422,M9,Sp.1,F2,4,31,EKS17.21,need 16S,EKS17.21 - need 16S
0.232,G,2,31,422,M9,Sp.2,G2,4,31,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.214,H,2,31,422,M9,Sp.3,H2,4,31,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.236,E,3,31,422,M9,blank,E3,4,31,NA,NA,NA - NA
0.219,F,3,31,422,M9,Sp.1,F3,4,31,EKS17.21,need 16S,EKS17.21 - need 16S
0.224,G,3,31,422,M9,Sp.2,G3,4,31,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.219,H,3,31,422,M9,Sp.3,H3,4,31,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.369,A,10,32,422,1%-Keratin,Sp.1,A10,4,32,EKS17.21,need 16S,EKS17.21 - need 16S
0.371,B,10,32,422,1%-Keratin,Sp.2,B10,4,32,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.378,C,10,32,422,1%-Keratin,Sp.3,C10,4,32,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.378,D,10,32,422,1%-Keratin,blank,D10,4,32,NA,NA,NA - NA
0.365,A,11,32,422,1%-Keratin,Sp.1,A11,4,32,EKS17.21,need 16S,EKS17.21 - need 16S
0.364,B,11,32,422,1%-Keratin,Sp.2,B11,4,32,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.365,C,11,32,422,1%-Keratin,Sp.3,C11,4,32,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.366,D,11,32,422,1%-Keratin,blank,D11,4,32,NA,NA,NA - NA
0.376,A,12,32,422,1%-Keratin,Sp.1,A12,4,32,EKS17.21,need 16S,EKS17.21 - need 16S
0.363,B,12,32,422,1%-Keratin,Sp.2,B12,4,32,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.374,C,12,32,422,1%-Keratin,Sp.3,C12,4,32,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.384,D,12,32,422,1%-Keratin,blank,D12,4,32,NA,NA,NA - NA
0.38,A,7,32,422,13d-Keratin,Sp.1,A7,4,32,EKS17.21,need 16S,EKS17.21 - need 16S
0.436,B,7,32,422,13d-Keratin,Sp.2,B7,4,32,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.63,C,7,32,422,13d-Keratin,Sp.3,C7,4,32,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.367,D,7,32,422,13d-Keratin,blank,D7,4,32,NA,NA,NA - NA
0.38,A,8,32,422,13d-Keratin,Sp.1,A8,4,32,EKS17.21,need 16S,EKS17.21 - need 16S
0.41,B,8,32,422,13d-Keratin,Sp.2,B8,4,32,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.598,C,8,32,422,13d-Keratin,Sp.3,C8,4,32,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.37,D,8,32,422,13d-Keratin,blank,D8,4,32,NA,NA,NA - NA
0.385,A,9,32,422,13d-Keratin,Sp.1,A9,4,32,EKS17.21,need 16S,EKS17.21 - need 16S
0.418,B,9,32,422,13d-Keratin,Sp.2,B9,4,32,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.585,C,9,32,422,13d-Keratin,Sp.3,C9,4,32,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.375,D,9,32,422,13d-Keratin,blank,D9,4,32,NA,NA,NA - NA
0.379,A,1,32,422,5d-Keratin,Sp.1,A1,4,32,EKS17.21,need 16S,EKS17.21 - need 16S
0.426,B,1,32,422,5d-Keratin,Sp.2,B1,4,32,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.654,C,1,32,422,5d-Keratin,Sp.3,C1,4,32,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.392,D,1,32,422,5d-Keratin,blank,D1,4,32,NA,NA,NA - NA
0.363,A,2,32,422,5d-Keratin,Sp.1,A2,4,32,EKS17.21,need 16S,EKS17.21 - need 16S
0.442,B,2,32,422,5d-Keratin,Sp.2,B2,4,32,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.67,C,2,32,422,5d-Keratin,Sp.3,C2,4,32,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.407,D,2,32,422,5d-Keratin,blank,D2,4,32,NA,NA,NA - NA
0.357,A,3,32,422,5d-Keratin,Sp.1,A3,4,32,EKS17.21,need 16S,EKS17.21 - need 16S
0.465,B,3,32,422,5d-Keratin,Sp.2,B3,4,32,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.685,C,3,32,422,5d-Keratin,Sp.3,C3,4,32,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.418,D,3,32,422,5d-Keratin,blank,D3,4,32,NA,NA,NA - NA
0.348,A,4,32,422,9d-Keratin,Sp.1,A4,4,32,EKS17.21,need 16S,EKS17.21 - need 16S
0.359,B,4,32,422,9d-Keratin,Sp.2,B4,4,32,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.549,C,4,32,422,9d-Keratin,Sp.3,C4,4,32,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.343,D,4,32,422,9d-Keratin,blank,D4,4,32,NA,NA,NA - NA
0.347,A,5,32,422,9d-Keratin,Sp.1,A5,4,32,EKS17.21,need 16S,EKS17.21 - need 16S
0.342,B,5,32,422,9d-Keratin,Sp.2,B5,4,32,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.585,C,5,32,422,9d-Keratin,Sp.3,C5,4,32,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.347,D,5,32,422,9d-Keratin,blank,D5,4,32,NA,NA,NA - NA
0.368,A,6,32,422,9d-Keratin,Sp.1,A6,4,32,EKS17.21,need 16S,EKS17.21 - need 16S
0.357,B,6,32,422,9d-Keratin,Sp.2,B6,4,32,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.644,C,6,32,422,9d-Keratin,Sp.3,C6,4,32,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.351,D,6,32,422,9d-Keratin,blank,D6,4,32,NA,NA,NA - NA
0.23,E,1,32,422,M9,blank,E1,4,32,NA,NA,NA - NA
0.214,F,1,32,422,M9,Sp.1,F1,4,32,EKS17.21,need 16S,EKS17.21 - need 16S
0.208,G,1,32,422,M9,Sp.2,G1,4,32,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.207,H,1,32,422,M9,Sp.3,H1,4,32,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.227,E,2,32,422,M9,blank,E2,4,32,NA,NA,NA - NA
0.232,F,2,32,422,M9,Sp.1,F2,4,32,EKS17.21,need 16S,EKS17.21 - need 16S
0.232,G,2,32,422,M9,Sp.2,G2,4,32,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.215,H,2,32,422,M9,Sp.3,H2,4,32,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.238,E,3,32,422,M9,blank,E3,4,32,NA,NA,NA - NA
0.219,F,3,32,422,M9,Sp.1,F3,4,32,EKS17.21,need 16S,EKS17.21 - need 16S
0.223,G,3,32,422,M9,Sp.2,G3,4,32,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.211,H,3,32,422,M9,Sp.3,H3,4,32,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.371,A,10,33,422,1%-Keratin,Sp.1,A10,4,33,EKS17.21,need 16S,EKS17.21 - need 16S
0.371,B,10,33,422,1%-Keratin,Sp.2,B10,4,33,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.378,C,10,33,422,1%-Keratin,Sp.3,C10,4,33,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.377,D,10,33,422,1%-Keratin,blank,D10,4,33,NA,NA,NA - NA
0.369,A,11,33,422,1%-Keratin,Sp.1,A11,4,33,EKS17.21,need 16S,EKS17.21 - need 16S
0.361,B,11,33,422,1%-Keratin,Sp.2,B11,4,33,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.364,C,11,33,422,1%-Keratin,Sp.3,C11,4,33,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.366,D,11,33,422,1%-Keratin,blank,D11,4,33,NA,NA,NA - NA
0.379,A,12,33,422,1%-Keratin,Sp.1,A12,4,33,EKS17.21,need 16S,EKS17.21 - need 16S
0.367,B,12,33,422,1%-Keratin,Sp.2,B12,4,33,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.378,C,12,33,422,1%-Keratin,Sp.3,C12,4,33,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.381,D,12,33,422,1%-Keratin,blank,D12,4,33,NA,NA,NA - NA
0.38,A,7,33,422,13d-Keratin,Sp.1,A7,4,33,EKS17.21,need 16S,EKS17.21 - need 16S
0.437,B,7,33,422,13d-Keratin,Sp.2,B7,4,33,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.649,C,7,33,422,13d-Keratin,Sp.3,C7,4,33,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.365,D,7,33,422,13d-Keratin,blank,D7,4,33,NA,NA,NA - NA
0.381,A,8,33,422,13d-Keratin,Sp.1,A8,4,33,EKS17.21,need 16S,EKS17.21 - need 16S
0.411,B,8,33,422,13d-Keratin,Sp.2,B8,4,33,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.631,C,8,33,422,13d-Keratin,Sp.3,C8,4,33,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.366,D,8,33,422,13d-Keratin,blank,D8,4,33,NA,NA,NA - NA
0.385,A,9,33,422,13d-Keratin,Sp.1,A9,4,33,EKS17.21,need 16S,EKS17.21 - need 16S
0.423,B,9,33,422,13d-Keratin,Sp.2,B9,4,33,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.614,C,9,33,422,13d-Keratin,Sp.3,C9,4,33,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.373,D,9,33,422,13d-Keratin,blank,D9,4,33,NA,NA,NA - NA
0.38,A,1,33,422,5d-Keratin,Sp.1,A1,4,33,EKS17.21,need 16S,EKS17.21 - need 16S
0.431,B,1,33,422,5d-Keratin,Sp.2,B1,4,33,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.675,C,1,33,422,5d-Keratin,Sp.3,C1,4,33,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.394,D,1,33,422,5d-Keratin,blank,D1,4,33,NA,NA,NA - NA
0.365,A,2,33,422,5d-Keratin,Sp.1,A2,4,33,EKS17.21,need 16S,EKS17.21 - need 16S
0.449,B,2,33,422,5d-Keratin,Sp.2,B2,4,33,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.689,C,2,33,422,5d-Keratin,Sp.3,C2,4,33,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.409,D,2,33,422,5d-Keratin,blank,D2,4,33,NA,NA,NA - NA
0.356,A,3,33,422,5d-Keratin,Sp.1,A3,4,33,EKS17.21,need 16S,EKS17.21 - need 16S
0.464,B,3,33,422,5d-Keratin,Sp.2,B3,4,33,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.704,C,3,33,422,5d-Keratin,Sp.3,C3,4,33,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.416,D,3,33,422,5d-Keratin,blank,D3,4,33,NA,NA,NA - NA
0.349,A,4,33,422,9d-Keratin,Sp.1,A4,4,33,EKS17.21,need 16S,EKS17.21 - need 16S
0.354,B,4,33,422,9d-Keratin,Sp.2,B4,4,33,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.56,C,4,33,422,9d-Keratin,Sp.3,C4,4,33,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.344,D,4,33,422,9d-Keratin,blank,D4,4,33,NA,NA,NA - NA
0.348,A,5,33,422,9d-Keratin,Sp.1,A5,4,33,EKS17.21,need 16S,EKS17.21 - need 16S
0.343,B,5,33,422,9d-Keratin,Sp.2,B5,4,33,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.617,C,5,33,422,9d-Keratin,Sp.3,C5,4,33,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.348,D,5,33,422,9d-Keratin,blank,D5,4,33,NA,NA,NA - NA
0.371,A,6,33,422,9d-Keratin,Sp.1,A6,4,33,EKS17.21,need 16S,EKS17.21 - need 16S
0.356,B,6,33,422,9d-Keratin,Sp.2,B6,4,33,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.668,C,6,33,422,9d-Keratin,Sp.3,C6,4,33,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.349,D,6,33,422,9d-Keratin,blank,D6,4,33,NA,NA,NA - NA
0.223,E,1,33,422,M9,blank,E1,4,33,NA,NA,NA - NA
0.218,F,1,33,422,M9,Sp.1,F1,4,33,EKS17.21,need 16S,EKS17.21 - need 16S
0.208,G,1,33,422,M9,Sp.2,G1,4,33,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.209,H,1,33,422,M9,Sp.3,H1,4,33,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.23,E,2,33,422,M9,blank,E2,4,33,NA,NA,NA - NA
0.239,F,2,33,422,M9,Sp.1,F2,4,33,EKS17.21,need 16S,EKS17.21 - need 16S
0.229,G,2,33,422,M9,Sp.2,G2,4,33,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.215,H,2,33,422,M9,Sp.3,H2,4,33,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.236,E,3,33,422,M9,blank,E3,4,33,NA,NA,NA - NA
0.22,F,3,33,422,M9,Sp.1,F3,4,33,EKS17.21,need 16S,EKS17.21 - need 16S
0.232,G,3,33,422,M9,Sp.2,G3,4,33,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.214,H,3,33,422,M9,Sp.3,H3,4,33,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.372,A,10,34,422,1%-Keratin,Sp.1,A10,4,34,EKS17.21,need 16S,EKS17.21 - need 16S
0.37,B,10,34,422,1%-Keratin,Sp.2,B10,4,34,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.378,C,10,34,422,1%-Keratin,Sp.3,C10,4,34,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.376,D,10,34,422,1%-Keratin,blank,D10,4,34,NA,NA,NA - NA
0.37,A,11,34,422,1%-Keratin,Sp.1,A11,4,34,EKS17.21,need 16S,EKS17.21 - need 16S
0.362,B,11,34,422,1%-Keratin,Sp.2,B11,4,34,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.365,C,11,34,422,1%-Keratin,Sp.3,C11,4,34,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
